Product_ID,Product_Name,Category,Supplier_Name,Order_Date,Delivery_Date,Stock_Quantity,Reorder_Level,Units_Sold,Purchase_Cost,Selling_Price,Warehouse_Location,Shipping_Time_Days
PROD1253,Tablet,Sports,Supplier E,2023-01-12,2023-01-21,31,64,63,1694,2102,Chennai,9
PROD1254,Laptop,Home Appliances,Supplier A,2024-03-25,2024-04-01,200,123,285,1870,2273,Bangalore,7
PROD1255,Tablet,Fashion,Supplier C,2024-11-11,2024-11-16,460,86,227,1271,1502,Chennai,5
PROD1256,Shoes,Home Appliances,Supplier E,2023-01-31,2023-02-04,255,117,219,1737,2077,Bangalore,4
PROD1257,Mixer,Sports,Supplier E,2023-04-14,2023-04-23,142,121,13,473,866,Delhi,9
PROD1258,AC,Home Appliances,Supplier E,2024-10-31,2024-11-09,247,136,35,1124,1501,Delhi,9
PROD1259,Mixer,Sports,Supplier E,2024-03-09,2024-03-10,329,137,256,1468,1929,Hyderabad,1
PROD1260,Shoes,Sports,Supplier E,2024-10-14,2024-10-18,327,52,108,1904,2198,Hyderabad,4
PROD1261,Phone,Sports,Supplier A,2023-03-21,2023-03-27,235,134,165,1081,1490,Chennai,6
PROD1262,Watch,Home Appliances,Supplier E,2023-08-12,2023-08-16,41,101,209,1989,2059,Bangalore,4
PROD1263,Phone,Sports,Supplier A,2024-10-18,2024-10-19,247,65,99,1366,1758,Mumbai,1
PROD1264,Fan,Electronics,Supplier E,2023-10-05,2023-10-08,495,73,58,1452,1585,Mumbai,3
PROD1265,Tablet,Sports,Supplier E,2023-01-08,2023-01-16,72,124,58,1133,1322,Mumbai,8
PROD1266,Shoes,Sports,Supplier A,2023-03-27,2023-03-28,299,92,143,1512,1683,Bangalore,1
PROD1267,Watch,Home Appliances,Supplier C,2024-11-25,2024-11-27,71,120,32,1849,2087,Chennai,2
PROD1268,Watch,Home Appliances,Supplier C,2023-03-18,2023-03-22,357,77,66,1687,1819,Chennai,4
PROD1269,Mixer,Fashion,Supplier C,2023-07-04,2023-07-11,389,86,57,288,359,Mumbai,7
PROD1270,Fan,Fashion,Supplier E,2024-07-12,2024-07-17,416,129,49,236,640,Bangalore,5
PROD1271,Camera,Home Appliances,Supplier B,2023-06-07,2023-06-16,15,109,7,1169,1634,Mumbai,9
PROD1272,Watch,Fashion,Supplier A,2023-06-20,2023-06-29,280,132,183,1576,1937,Bangalore,9
PROD1273,Tablet,Fashion,Supplier B,2024-06-10,2024-06-18,125,131,165,349,483,Chennai,8
PROD1274,Fan,Home Appliances,Supplier A,2023-08-04,2023-08-06,204,53,211,1681,1953,Bangalore,2
PROD1275,Shoes,Home Appliances,Supplier D,2024-11-08,2024-11-14,253,113,295,1527,1793,Bangalore,6
PROD1276,Fan,Home Appliances,Supplier C,2024-05-02,2024-05-07,249,77,195,1694,1962,Hyderabad,5
PROD1277,Tablet,Fashion,Supplier A,2024-08-03,2024-08-11,331,131,166,568,832,Hyderabad,8
PROD1278,TV,Home Appliances,Supplier E,2024-12-02,2024-12-11,460,72,44,1100,1577,Hyderabad,9
PROD1279,Camera,Fashion,Supplier B,2023-12-26,2023-12-27,196,90,123,479,579,Delhi,1
PROD1280,Tablet,Electronics,Supplier D,2023-05-12,2023-05-19,419,67,251,595,651,Mumbai,7
PROD1281,Mixer,Sports,Supplier D,2024-10-31,2024-11-09,380,82,116,1822,1998,Hyderabad,9
PROD1282,TV,Electronics,Supplier C,2023-05-18,2023-05-23,14,109,167,1826,1951,Delhi,5
PROD1283,Fan,Home Appliances,Supplier C,2024-08-05,2024-08-07,474,80,255,1161,1380,Mumbai,2
PROD1284,AC,Electronics,Supplier C,2024-08-11,2024-08-21,111,75,175,781,909,Delhi,10
PROD1285,Tablet,Fashion,Supplier C,2023-11-14,2023-11-20,110,65,1,1245,1689,Hyderabad,6
PROD1286,Phone,Electronics,Supplier D,2024-03-16,2024-03-20,211,141,212,1252,1711,Chennai,4
PROD1287,Fan,Home Appliances,Supplier D,2023-12-13,2023-12-23,446,92,135,1567,1966,Delhi,10
PROD1288,TV,Fashion,Supplier B,2023-12-20,2023-12-27,490,63,206,758,970,Delhi,7
PROD1289,Phone,Electronics,Supplier D,2024-11-29,2024-12-04,93,115,110,562,664,Chennai,5
PROD1290,Camera,Electronics,Supplier E,2023-05-09,2023-05-14,57,82,236,1757,2108,Hyderabad,5
PROD1291,Watch,Fashion,Supplier C,2023-01-22,2023-01-26,183,72,172,1388,1691,Delhi,4
PROD1292,Phone,Fashion,Supplier E,2024-03-20,2024-03-23,184,52,35,622,797,Delhi,3
PROD1293,Phone,Sports,Supplier E,2023-01-13,2023-01-19,341,97,276,1658,1754,Bangalore,6
PROD1294,Watch,Home Appliances,Supplier B,2024-08-27,2024-09-04,345,51,239,1025,1260,Hyderabad,8
PROD1295,Shoes,Home Appliances,Supplier D,2023-03-14,2023-03-19,268,85,139,1200,1579,Chennai,5
PROD1296,Camera,Sports,Supplier C,2024-11-15,2024-11-19,246,117,216,400,683,Chennai,4
PROD1297,Phone,Electronics,Supplier D,2024-03-13,2024-03-21,146,80,253,1318,1675,Mumbai,8
PROD1298,TV,Fashion,Supplier C,2024-10-28,2024-10-31,10,112,64,1788,2198,Mumbai,3
PROD1299,Mixer,Sports,Supplier D,2024-02-26,2024-02-27,352,66,95,618,865,Mumbai,1
PROD1300,Fan,Home Appliances,Supplier D,2023-01-16,2023-01-20,464,84,44,1101,1499,Chennai,4
PROD1301,Laptop,Fashion,Supplier A,2023-09-05,2023-09-15,295,52,80,246,635,Chennai,10
PROD1302,Camera,Electronics,Supplier E,2024-04-25,2024-05-04,331,148,72,1384,1530,Bangalore,9
PROD1303,Shoes,Electronics,Supplier B,2023-01-21,2023-01-25,310,94,205,1169,1527,Chennai,4
PROD1304,Camera,Sports,Supplier D,2023-11-13,2023-11-20,42,54,19,760,1196,Mumbai,7
PROD1305,AC,Fashion,Supplier A,2023-12-11,2023-12-20,304,73,167,1887,2327,Hyderabad,9
PROD1306,Watch,Home Appliances,Supplier C,2024-08-05,2024-08-12,449,50,51,577,950,Delhi,7
PROD1307,Watch,Sports,Supplier E,2024-07-05,2024-07-13,332,88,149,908,1388,Mumbai,8
PROD1308,AC,Fashion,Supplier D,2023-10-30,2023-11-07,261,64,289,570,790,Hyderabad,8
PROD1309,Phone,Electronics,Supplier D,2024-11-13,2024-11-14,120,95,247,782,1211,Bangalore,1
PROD1310,Phone,Fashion,Supplier A,2024-07-19,2024-07-22,208,74,20,1924,2180,Hyderabad,3
PROD1311,Shoes,Home Appliances,Supplier B,2024-02-29,2024-03-04,73,86,238,755,1103,Delhi,4
PROD1312,Watch,Fashion,Supplier C,2023-05-06,2023-05-16,476,57,224,1101,1218,Hyderabad,10
PROD1313,Phone,Electronics,Supplier A,2024-04-10,2024-04-13,79,58,69,1076,1571,Bangalore,3
PROD1314,Tablet,Sports,Supplier E,2023-12-06,2023-12-12,205,106,125,1713,2093,Bangalore,6
PROD1315,AC,Electronics,Supplier E,2024-11-12,2024-11-13,374,99,175,359,649,Hyderabad,1
PROD1316,AC,Sports,Supplier D,2023-11-10,2023-11-17,217,74,98,1843,2255,Hyderabad,7
PROD1317,Fan,Fashion,Supplier D,2023-11-04,2023-11-08,369,69,276,1556,1896,Mumbai,4
PROD1318,AC,Electronics,Supplier A,2024-02-13,2024-02-20,424,108,279,1658,2106,Delhi,7
PROD1319,Shoes,Home Appliances,Supplier B,2024-06-27,2024-06-29,361,53,196,250,444,Chennai,2
PROD1320,TV,Fashion,Supplier E,2023-07-16,2023-07-24,270,53,180,1576,1937,Bangalore,8
PROD1321,TV,Fashion,Supplier E,2024-06-01,2024-06-03,353,122,188,1391,1713,Hyderabad,2
PROD1322,Phone,Home Appliances,Supplier D,2023-12-31,2024-01-07,479,65,51,357,727,Delhi,7
PROD1323,Watch,Fashion,Supplier D,2023-05-02,2023-05-06,261,104,180,1818,2029,Mumbai,4
PROD1324,Fan,Electronics,Supplier B,2023-11-09,2023-11-18,354,56,275,1262,1558,Chennai,9
PROD1325,Phone,Fashion,Supplier E,2024-12-29,2025-01-03,427,59,182,1060,1136,Mumbai,5
PROD1326,Watch,Fashion,Supplier E,2024-12-17,2024-12-20,291,108,112,1716,1983,Delhi,3
PROD1327,AC,Home Appliances,Supplier E,2023-06-09,2023-06-17,483,112,219,1145,1618,Mumbai,8
PROD1328,TV,Home Appliances,Supplier A,2023-03-29,2023-04-08,207,94,88,1118,1555,Chennai,10
PROD1329,AC,Fashion,Supplier B,2023-10-27,2023-10-28,308,64,217,1833,2049,Mumbai,1
PROD1330,Camera,Fashion,Supplier D,2023-08-26,2023-09-01,298,92,6,276,702,Bangalore,6
PROD1331,Laptop,Fashion,Supplier A,2023-01-24,2023-02-02,294,67,216,615,968,Bangalore,9
PROD1332,Tablet,Fashion,Supplier D,2023-04-21,2023-04-30,172,69,263,689,777,Hyderabad,9
PROD1333,Camera,Electronics,Supplier B,2023-12-31,2024-01-03,404,92,92,1408,1871,Hyderabad,3
PROD1334,Mixer,Home Appliances,Supplier A,2023-08-08,2023-08-10,150,118,130,1082,1568,Bangalore,2
PROD1335,Watch,Sports,Supplier A,2024-07-29,2024-08-04,361,102,8,342,444,Hyderabad,6
PROD1336,Laptop,Home Appliances,Supplier E,2023-07-21,2023-07-27,15,114,215,224,616,Hyderabad,6
PROD1337,TV,Electronics,Supplier B,2023-05-09,2023-05-18,401,135,117,1290,1715,Delhi,9
PROD1338,Laptop,Sports,Supplier A,2023-02-01,2023-02-07,358,59,226,1372,1695,Delhi,6
PROD1339,Tablet,Home Appliances,Supplier A,2023-02-01,2023-02-07,238,138,68,1013,1509,Chennai,6
PROD1340,Fan,Fashion,Supplier E,2023-11-12,2023-11-16,65,135,298,931,1167,Hyderabad,4
PROD1341,Mixer,Home Appliances,Supplier A,2024-08-06,2024-08-10,289,110,193,267,697,Chennai,4
PROD1342,Laptop,Electronics,Supplier A,2024-05-20,2024-05-22,475,114,184,421,716,Mumbai,2
PROD1343,Mixer,Sports,Supplier E,2024-07-14,2024-07-19,346,76,216,1307,1783,Bangalore,5
PROD1344,Camera,Fashion,Supplier D,2023-07-15,2023-07-18,118,66,218,1753,2144,Hyderabad,3
PROD1345,Fan,Home Appliances,Supplier A,2024-06-23,2024-06-28,443,58,276,361,590,Hyderabad,5
PROD1346,Shoes,Electronics,Supplier C,2023-10-08,2023-10-17,38,52,132,1966,2190,Hyderabad,9
PROD1347,Phone,Fashion,Supplier C,2023-07-29,2023-08-07,13,54,19,959,1302,Bangalore,9
PROD1348,Camera,Sports,Supplier C,2023-04-10,2023-04-19,217,86,78,1388,1453,Mumbai,9
PROD1349,Laptop,Fashion,Supplier C,2024-11-18,2024-11-26,95,101,216,567,901,Chennai,8
PROD1350,Phone,Electronics,Supplier E,2023-12-23,2023-12-25,97,55,185,1060,1322,Bangalore,2
PROD1351,Laptop,Fashion,Supplier B,2024-12-20,2024-12-25,468,68,21,1680,1884,Hyderabad,5
PROD1352,Laptop,Home Appliances,Supplier B,2024-02-29,2024-03-09,12,67,65,1902,2039,Delhi,9
PROD1353,Phone,Electronics,Supplier A,2023-10-13,2023-10-17,95,118,0,1427,1579,Hyderabad,4
PROD1354,Fan,Home Appliances,Supplier E,2023-05-10,2023-05-19,311,53,80,1553,1869,Mumbai,9
PROD1355,Fan,Home Appliances,Supplier B,2024-01-17,2024-01-26,279,56,111,600,950,Delhi,9
PROD1356,Shoes,Fashion,Supplier D,2024-05-18,2024-05-28,140,114,25,2000,2208,Delhi,10
PROD1357,Watch,Fashion,Supplier C,2024-03-12,2024-03-13,57,150,151,828,993,Delhi,1
PROD1358,Camera,Home Appliances,Supplier D,2023-04-17,2023-04-18,327,128,235,1324,1501,Bangalore,1
PROD1359,AC,Fashion,Supplier B,2023-06-10,2023-06-12,208,139,253,1247,1471,Hyderabad,2
PROD1360,Phone,Sports,Supplier D,2023-01-26,2023-02-04,304,124,262,467,600,Chennai,9
PROD1361,Phone,Electronics,Supplier A,2023-12-18,2023-12-24,350,125,267,528,636,Hyderabad,6
PROD1362,Watch,Electronics,Supplier D,2023-02-16,2023-02-20,395,85,154,354,574,Hyderabad,4
PROD1363,Mixer,Electronics,Supplier C,2024-03-13,2024-03-18,453,125,106,1747,1918,Delhi,5
PROD1364,Camera,Electronics,Supplier C,2024-06-30,2024-07-09,386,128,79,1114,1546,Chennai,9
PROD1365,Tablet,Home Appliances,Supplier E,2024-03-02,2024-03-10,388,126,264,912,1191,Bangalore,8
PROD1366,Watch,Electronics,Supplier B,2023-11-06,2023-11-16,227,102,287,1978,2084,Bangalore,10
PROD1367,Fan,Sports,Supplier D,2023-12-19,2023-12-27,230,129,72,1255,1740,Mumbai,8
PROD1368,TV,Fashion,Supplier A,2023-02-07,2023-02-14,326,136,142,1674,1937,Bangalore,7
PROD1369,Shoes,Fashion,Supplier C,2024-11-14,2024-11-16,82,146,67,864,1258,Hyderabad,2
PROD1370,Fan,Home Appliances,Supplier E,2023-08-27,2023-08-31,363,145,291,357,659,Hyderabad,4
PROD1371,TV,Home Appliances,Supplier A,2024-09-24,2024-09-25,170,145,285,1790,2246,Hyderabad,1
PROD1372,Shoes,Home Appliances,Supplier C,2023-08-31,2023-09-04,39,126,109,468,628,Hyderabad,4
PROD1373,Camera,Sports,Supplier B,2023-03-15,2023-03-23,161,70,10,522,684,Hyderabad,8
PROD1374,Tablet,Electronics,Supplier E,2023-06-30,2023-07-01,183,145,100,1203,1472,Hyderabad,1
PROD1375,Fan,Fashion,Supplier D,2023-03-15,2023-03-17,28,108,194,1968,2128,Bangalore,2
PROD1376,Watch,Electronics,Supplier E,2024-11-01,2024-11-06,394,92,112,353,491,Hyderabad,5
PROD1377,TV,Home Appliances,Supplier C,2023-05-03,2023-05-06,289,70,207,1242,1675,Delhi,3
PROD1378,Phone,Home Appliances,Supplier A,2023-08-02,2023-08-11,227,66,241,1852,2193,Chennai,9
PROD1379,Fan,Electronics,Supplier D,2024-05-16,2024-05-23,167,68,235,475,702,Mumbai,7
PROD1380,AC,Home Appliances,Supplier A,2024-06-01,2024-06-11,35,85,267,964,1050,Mumbai,10
PROD1381,Fan,Electronics,Supplier D,2023-02-20,2023-02-26,344,58,35,1801,2054,Delhi,6
PROD1382,Fan,Fashion,Supplier D,2023-09-04,2023-09-13,191,134,106,1105,1347,Delhi,9
PROD1383,Camera,Sports,Supplier A,2023-09-08,2023-09-09,119,99,170,258,552,Delhi,1
PROD1384,Mixer,Sports,Supplier C,2024-01-17,2024-01-26,69,127,133,372,585,Delhi,9
PROD1385,Fan,Electronics,Supplier D,2023-12-05,2023-12-07,207,56,193,1193,1385,Mumbai,2
PROD1386,Mixer,Home Appliances,Supplier B,2023-03-29,2023-03-31,222,105,219,1836,2208,Delhi,2
PROD1387,Watch,Electronics,Supplier C,2024-11-18,2024-11-24,74,126,18,1276,1555,Chennai,6
PROD1388,Mixer,Fashion,Supplier D,2023-10-28,2023-10-31,22,140,171,1112,1548,Chennai,3
PROD1389,AC,Electronics,Supplier D,2024-12-25,2024-12-26,489,136,208,213,712,Bangalore,1
PROD1390,Mixer,Electronics,Supplier B,2024-03-14,2024-03-20,34,89,108,937,1098,Mumbai,6
PROD1391,Phone,Electronics,Supplier B,2024-04-15,2024-04-17,21,135,169,1581,2032,Chennai,2
PROD1392,TV,Fashion,Supplier A,2023-03-23,2023-03-29,357,62,173,1356,1740,Bangalore,6
PROD1393,AC,Home Appliances,Supplier D,2023-11-23,2023-11-29,293,87,145,1152,1641,Hyderabad,6
PROD1394,Shoes,Electronics,Supplier B,2024-07-22,2024-07-26,81,73,59,240,649,Mumbai,4
PROD1395,Fan,Fashion,Supplier E,2023-08-15,2023-08-23,464,51,259,576,979,Mumbai,8
PROD1396,Mixer,Sports,Supplier A,2023-01-07,2023-01-09,459,71,203,256,749,Mumbai,2
PROD1397,Phone,Sports,Supplier B,2024-05-16,2024-05-26,434,51,284,1481,1624,Bangalore,10
PROD1398,Camera,Fashion,Supplier D,2024-06-16,2024-06-24,483,77,186,418,907,Mumbai,8
PROD1399,Camera,Home Appliances,Supplier D,2023-09-28,2023-09-29,175,81,239,789,1002,Bangalore,1
PROD1400,Laptop,Home Appliances,Supplier E,2023-05-05,2023-05-10,377,90,289,1391,1691,Mumbai,5
PROD1401,Watch,Home Appliances,Supplier B,2024-06-18,2024-06-24,491,134,197,1710,2100,Chennai,6
PROD1402,TV,Electronics,Supplier E,2023-07-13,2023-07-15,486,120,12,1474,1928,Chennai,2
PROD1403,Mixer,Home Appliances,Supplier D,2023-04-11,2023-04-21,375,107,278,540,680,Chennai,10
PROD1404,Laptop,Sports,Supplier C,2023-04-18,2023-04-25,193,55,293,1500,1595,Bangalore,7
PROD1405,Phone,Sports,Supplier B,2023-11-25,2023-12-04,263,144,260,394,805,Hyderabad,9
PROD1406,Mixer,Electronics,Supplier B,2024-10-13,2024-10-21,487,69,184,525,636,Hyderabad,8
PROD1407,Phone,Electronics,Supplier E,2023-12-23,2023-12-26,244,142,198,1540,1888,Mumbai,3
PROD1408,Camera,Sports,Supplier B,2023-02-07,2023-02-13,344,116,138,1837,2212,Mumbai,6
PROD1409,TV,Home Appliances,Supplier E,2023-02-11,2023-02-19,66,73,296,1641,2071,Chennai,8
PROD1410,Tablet,Sports,Supplier B,2024-05-25,2024-05-30,197,66,80,1033,1307,Mumbai,5
PROD1411,Fan,Fashion,Supplier D,2024-10-03,2024-10-12,457,69,163,1017,1479,Mumbai,9
PROD1412,Shoes,Fashion,Supplier E,2023-04-04,2023-04-14,396,122,111,1031,1225,Delhi,10
PROD1413,Mixer,Home Appliances,Supplier C,2023-07-12,2023-07-18,414,57,94,1897,2247,Chennai,6
PROD1414,Laptop,Fashion,Supplier A,2024-12-21,2024-12-29,217,136,93,1287,1762,Hyderabad,8
PROD1415,Phone,Fashion,Supplier B,2023-01-25,2023-01-26,419,91,295,737,884,Bangalore,1
PROD1416,Laptop,Home Appliances,Supplier E,2023-10-03,2023-10-13,472,72,106,1595,1782,Hyderabad,10
PROD1417,AC,Electronics,Supplier A,2023-03-07,2023-03-14,252,143,66,466,541,Delhi,7
PROD1418,Watch,Fashion,Supplier D,2024-05-07,2024-05-08,232,56,27,588,910,Delhi,1
PROD1419,Phone,Home Appliances,Supplier C,2024-07-14,2024-07-17,475,144,79,811,1152,Mumbai,3
PROD1420,Tablet,Fashion,Supplier B,2023-07-15,2023-07-16,346,71,231,704,1186,Mumbai,1
PROD1421,Phone,Home Appliances,Supplier E,2024-07-15,2024-07-21,402,71,244,1412,1749,Delhi,6
PROD1422,Fan,Electronics,Supplier E,2024-08-28,2024-09-05,438,85,241,457,675,Delhi,8
PROD1423,Camera,Sports,Supplier C,2024-08-27,2024-09-06,298,112,228,1083,1373,Delhi,10
PROD1424,Watch,Home Appliances,Supplier D,2024-04-23,2024-04-30,61,120,163,494,886,Mumbai,7
PROD1425,Watch,Fashion,Supplier C,2023-06-11,2023-06-19,49,81,288,1985,2316,Chennai,8
PROD1426,Fan,Electronics,Supplier E,2023-01-21,2023-01-29,257,66,65,807,1137,Mumbai,8
PROD1427,Shoes,Home Appliances,Supplier C,2023-10-12,2023-10-22,356,88,87,867,1094,Chennai,10
PROD1428,Shoes,Fashion,Supplier D,2023-09-11,2023-09-17,324,61,227,660,839,Chennai,6
PROD1429,Laptop,Sports,Supplier D,2023-02-08,2023-02-12,219,56,140,528,728,Mumbai,4
PROD1430,Fan,Fashion,Supplier C,2023-07-26,2023-08-03,494,98,198,1923,2361,Hyderabad,8
PROD1431,Fan,Home Appliances,Supplier C,2024-11-09,2024-11-17,234,145,121,1678,1879,Mumbai,8
PROD1432,AC,Sports,Supplier A,2023-02-23,2023-02-27,413,132,123,250,354,Hyderabad,4
PROD1433,AC,Fashion,Supplier B,2023-06-28,2023-07-05,429,51,172,318,404,Hyderabad,7
PROD1434,Mixer,Sports,Supplier E,2024-02-07,2024-02-08,356,94,41,1222,1314,Chennai,1
PROD1435,Laptop,Home Appliances,Supplier C,2023-01-09,2023-01-19,456,62,162,897,1034,Delhi,10
PROD1436,Watch,Sports,Supplier C,2023-06-17,2023-06-24,103,76,260,1864,2329,Chennai,7
PROD1437,Camera,Electronics,Supplier B,2024-04-04,2024-04-07,228,134,207,469,687,Mumbai,3
PROD1438,Fan,Sports,Supplier A,2024-12-27,2025-01-02,192,147,287,712,992,Bangalore,6
PROD1439,Camera,Fashion,Supplier E,2023-11-03,2023-11-11,122,63,124,212,660,Mumbai,8
PROD1440,Shoes,Electronics,Supplier A,2024-12-21,2024-12-24,494,137,164,743,1038,Chennai,3
PROD1441,Mixer,Fashion,Supplier B,2023-05-31,2023-06-01,213,80,185,1184,1320,Mumbai,1
PROD1442,Fan,Fashion,Supplier B,2023-05-28,2023-06-05,466,132,273,1830,2090,Chennai,8
PROD1443,Tablet,Electronics,Supplier B,2023-08-17,2023-08-20,90,150,228,728,1101,Hyderabad,3
PROD1444,Fan,Electronics,Supplier D,2024-03-28,2024-04-02,203,108,89,1172,1583,Bangalore,5
PROD1445,Fan,Electronics,Supplier B,2023-05-05,2023-05-09,398,78,69,1068,1415,Chennai,4
PROD1446,TV,Fashion,Supplier E,2024-05-04,2024-05-09,438,55,124,1704,1906,Bangalore,5
PROD1447,TV,Sports,Supplier B,2023-01-06,2023-01-10,130,84,139,786,1181,Bangalore,4
PROD1448,Phone,Home Appliances,Supplier B,2024-03-07,2024-03-14,333,130,81,1073,1142,Hyderabad,7
PROD1449,Phone,Fashion,Supplier A,2024-09-28,2024-10-04,169,80,172,744,1073,Bangalore,6
PROD1450,Phone,Fashion,Supplier E,2023-12-30,2024-01-06,54,144,283,1237,1736,Hyderabad,7
PROD1451,Laptop,Sports,Supplier D,2023-12-25,2024-01-04,269,110,298,1232,1290,Mumbai,10
PROD1452,Shoes,Fashion,Supplier A,2023-11-15,2023-11-18,45,107,300,1986,2381,Mumbai,3
PROD1453,Fan,Electronics,Supplier A,2023-04-03,2023-04-10,96,114,67,1648,2029,Delhi,7
PROD1454,AC,Home Appliances,Supplier C,2023-08-14,2023-08-15,149,77,207,413,812,Hyderabad,1
PROD1455,TV,Electronics,Supplier B,2023-07-27,2023-08-01,115,121,292,761,1177,Hyderabad,5
PROD1456,Tablet,Sports,Supplier B,2024-06-25,2024-06-26,289,99,127,291,659,Bangalore,1
PROD1457,TV,Home Appliances,Supplier C,2024-01-02,2024-01-10,45,105,60,1702,1896,Hyderabad,8
PROD1458,TV,Electronics,Supplier E,2024-07-26,2024-07-27,318,110,122,1394,1636,Delhi,1
PROD1459,Shoes,Home Appliances,Supplier E,2024-11-15,2024-11-21,268,55,81,1828,2210,Bangalore,6
PROD1460,Mixer,Home Appliances,Supplier C,2024-07-27,2024-08-04,417,51,37,1656,2099,Bangalore,8
PROD1461,Laptop,Sports,Supplier A,2023-01-05,2023-01-06,427,78,221,537,643,Hyderabad,1
PROD1462,Phone,Home Appliances,Supplier E,2023-10-13,2023-10-20,41,135,117,1324,1721,Delhi,7
PROD1463,Shoes,Sports,Supplier C,2023-01-28,2023-01-29,238,106,131,1216,1686,Mumbai,1
PROD1464,Camera,Fashion,Supplier A,2024-04-30,2024-05-01,112,85,223,1948,2184,Bangalore,1
PROD1465,Watch,Sports,Supplier E,2023-10-17,2023-10-20,242,96,163,1774,2051,Hyderabad,3
PROD1466,Mixer,Electronics,Supplier E,2023-11-05,2023-11-11,475,120,115,508,629,Delhi,6
PROD1467,Fan,Home Appliances,Supplier A,2024-01-26,2024-01-30,73,120,206,593,773,Mumbai,4
PROD1468,Mixer,Electronics,Supplier A,2024-02-09,2024-02-19,360,120,292,1638,2015,Delhi,10
PROD1469,Phone,Electronics,Supplier D,2023-12-11,2023-12-17,93,101,115,1527,1614,Delhi,6
PROD1470,Phone,Fashion,Supplier A,2024-02-01,2024-02-05,255,124,151,274,422,Mumbai,4
PROD1471,Tablet,Home Appliances,Supplier B,2024-12-13,2024-12-14,255,93,56,1335,1531,Chennai,1
PROD1472,Shoes,Fashion,Supplier B,2023-02-16,2023-02-23,124,54,273,1423,1858,Mumbai,7
PROD1473,Camera,Home Appliances,Supplier A,2024-05-04,2024-05-13,117,87,265,1634,2091,Mumbai,9
PROD1474,Camera,Fashion,Supplier A,2024-11-05,2024-11-09,101,108,300,1168,1240,Chennai,4
PROD1475,Fan,Fashion,Supplier A,2023-10-23,2023-10-30,497,50,120,360,458,Bangalore,7
PROD1476,Mixer,Home Appliances,Supplier A,2023-12-17,2023-12-26,188,95,187,1352,1665,Delhi,9
PROD1477,Mixer,Sports,Supplier C,2024-08-30,2024-09-03,239,61,85,878,1083,Hyderabad,4
PROD1478,Shoes,Sports,Supplier B,2024-05-31,2024-06-02,245,98,3,1980,2297,Hyderabad,2
PROD1479,Phone,Sports,Supplier A,2023-04-11,2023-04-16,31,80,291,1067,1324,Hyderabad,5
PROD1480,Watch,Home Appliances,Supplier E,2023-05-31,2023-06-05,191,146,228,1386,1652,Delhi,5
PROD1481,Shoes,Sports,Supplier C,2023-05-22,2023-05-25,30,66,117,1397,1587,Bangalore,3
PROD1482,Mixer,Home Appliances,Supplier C,2023-04-18,2023-04-27,72,144,219,1403,1504,Chennai,9
PROD1483,Phone,Electronics,Supplier B,2023-12-07,2023-12-08,430,66,96,846,1043,Delhi,1
PROD1484,Camera,Electronics,Supplier E,2023-01-19,2023-01-29,122,74,149,1298,1475,Bangalore,10
PROD1485,TV,Electronics,Supplier B,2024-10-22,2024-10-23,127,149,204,1155,1480,Chennai,1
PROD1486,Laptop,Electronics,Supplier A,2023-05-11,2023-05-21,380,144,52,1351,1660,Chennai,10
PROD1487,TV,Fashion,Supplier A,2023-05-21,2023-05-22,122,95,158,863,1077,Delhi,1
PROD1488,Shoes,Fashion,Supplier D,2023-01-21,2023-01-22,413,103,100,288,656,Mumbai,1
PROD1489,Mixer,Home Appliances,Supplier D,2024-06-13,2024-06-21,262,67,23,1262,1514,Bangalore,8
PROD1490,TV,Sports,Supplier A,2023-11-10,2023-11-18,176,136,299,1307,1761,Hyderabad,8
PROD1491,Shoes,Fashion,Supplier E,2024-04-07,2024-04-14,15,61,67,1602,1693,Chennai,7
PROD1492,TV,Home Appliances,Supplier B,2024-12-13,2024-12-22,307,130,124,1728,2109,Hyderabad,9
PROD1493,Camera,Fashion,Supplier E,2023-07-20,2023-07-26,228,85,258,1905,2161,Chennai,6
PROD1494,Camera,Electronics,Supplier D,2024-06-19,2024-06-20,319,92,294,1871,2302,Delhi,1
PROD1495,TV,Sports,Supplier C,2024-02-18,2024-02-19,243,76,185,1772,2140,Bangalore,1
PROD1496,Watch,Sports,Supplier D,2024-11-14,2024-11-19,344,61,63,1790,2021,Delhi,5
PROD1497,Phone,Sports,Supplier E,2023-02-24,2023-02-26,260,92,14,625,1116,Hyderabad,2
PROD1498,Shoes,Fashion,Supplier B,2023-09-07,2023-09-15,446,52,257,1542,1652,Bangalore,8
PROD1499,AC,Fashion,Supplier A,2023-07-24,2023-07-25,464,90,243,1178,1445,Bangalore,1
PROD1500,AC,Sports,Supplier D,2024-04-12,2024-04-21,90,122,62,1238,1413,Bangalore,9
PROD1501,Phone,Fashion,Supplier E,2024-05-03,2024-05-09,193,102,150,1547,1822,Bangalore,6
PROD1502,Tablet,Sports,Supplier B,2024-07-14,2024-07-18,175,144,266,483,876,Hyderabad,4
PROD1503,Watch,Electronics,Supplier C,2024-12-17,2024-12-19,148,85,33,1051,1509,Mumbai,2
PROD1504,AC,Home Appliances,Supplier A,2023-09-29,2023-10-04,248,125,179,1483,1941,Bangalore,5
